antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'469455', '460551'})",frozenset({'1787079'}),0.014193289533075882,0.1344601033151111,0.010632428908169919,0.7491166077738516,5.571292817009633,1.0,0.008723997731171251,3.4499688839693454,0.8323218317322091,0.07703488372093023,0.7101423132693723,0.4140957898996076
"frozenset({'435288', '435204'})",frozenset({'469455'}),0.015396960730227192,0.044585987261146494,0.010632428908169919,0.6905537459283388,15.488134015821315,1.0,0.009945940213191637,3.087495809587664,0.9500625182605219,0.21544715447154475,0.676112920738328,0.4645119685772178
"frozenset({'435288', '469455'})",frozenset({'435204'}),0.01374191283414414,0.052610461908821904,0.010632428908169919,0.7737226277372263,14.706630576217881,1.0,0.009909460526454828,4.1868505393061755,0.9449894218729761,0.19081908190819086,0.7611569864718134,0.48790993159978574
frozenset({'460488'}),frozenset({'1787079'}),0.04087466773659662,0.1344601033151111,0.03244896935653744,0.7938650306748466,5.904093564575071,1.0,0.026952957309703818,4.198898903560621,0.8660244521478145,0.22709722709722707,0.7618423251028954,0.5175964467063154
"frozenset({'470631', '460488'})",frozenset({'1787079'}),0.020311951451928382,0.1344601033151111,0.0180049149907217,0.8864197530864196,6.592436947702394,1.0,0.015273767899963889,7.620514307769121,0.8658991265283331,0.13164649798313163,0.8687752611420861,0.5101625061590248
"frozenset({'1787079', '460488'})",frozenset({'470631'}),0.03244896935653744,0.05948141832589398,0.0180049149907217,0.5548686244204017,9.328436342595607,1.0,0.016074804270181382,2.112901119247036,0.9227429557881022,0.24355495251017634,0.5267170853899851,0.4287833847228484
"frozenset({'1787079', '460488'})",frozenset({'470106'}),0.03244896935653744,0.06158784292090877,0.017603691258337932,0.5425038639876353,8.808619335545163,1.0,0.015605229230662123,2.0511914379397704,0.9162047300653978,0.23031496062992132,0.512478464221552,0.4141672414400717
"frozenset({'470106', '460488'})",frozenset({'1787079'}),0.019258739154420983,0.1344601033151111,0.017603691258337932,0.9140625000000001,6.798020211674748,1.0,0.01501415920191571,10.071736979605992,0.8696466464300778,0.12932940309506266,0.9007122602561134,0.5224918990115629
"frozenset({'470631', '470106'})",frozenset({'460488'}),0.02367220021064246,0.04087466773659662,0.011936406038417172,0.5042372881355932,12.336180721638764,1.0,0.010968812720212969,1.934645969351822,0.9412183427847945,0.22688274547187798,0.48310956327837234,0.3981309140064469
"frozenset({'470631', '460488'})",frozenset({'470106'}),0.020311951451928382,0.06158784292090877,0.011936406038417172,0.5876543209876544,9.54172598222544,1.0,0.010685436762978683,2.2757899617786346,0.9137573530487245,0.17060931899641577,0.5605921386442648,0.39073269795311055
"frozenset({'470106', '460488'})",frozenset({'470631'}),0.019258739154420983,0.05948141832589398,0.011936406038417172,0.6197916666666666,10.419920777121977,1.0,0.010790868918343785,2.473692707964772,0.9217823462803685,0.17867867867867868,0.595746069517766,0.41023310146149516
"frozenset({'470106', '460488'})",frozenset({'460509'}),0.019258739154420983,0.04393399869602287,0.010983499674005718,0.5703125000000001,12.981119791666668,1.0,0.010137386253108342,2.225026330307438,0.9410892354896445,0.21037463976945248,0.5505671162723602,0.41015625000000006
