477792,1764609,456330,1772526,1492113,1787583
475272,475293
477729,456834,457317,475083,477708,477645,475062,456855,1011927,1782459,1784349,468510
481152,481194,482160,481173
480900,441735,457611,472332,460173,456204,459543,456351,477246,475839,475209,473424,477267,477288,475881,468846,475251,210042,473340,-1
475272,475293
477792,1764609,784770,456330,1772526,1732143,1732206,1492113,434259,1732374,459291,1732122,442491,442428,1787583
477792,1764609,784770,456330,1732206,1732143,1772526,1492113,434259,1732374,459291,1732122,442491,442428,1787583
456393,464394
475272,475293
461475,452739,460551,1787079,1784937,460509,1788843,445452,461517,1784811,435183,469392,1774899,435225,470106,1786491,441693,442974
478338,444675,475524,444549,999180,451983,316176,1733907,786324,464919,467481,471198,456351,465696,477099,1781934,478254,467502,475566,463806,444486,460614,455112,1784391,452697,1496670,1781472,452193,470631,478191,475377,463743
479619,478758,470631,469959,458472,481446,478443,479598,470001,460152,210042,477246
471744,1732164,471849,448140,471597,470988,1779855,466704,465969,470967,470904,447804,471870
482181,478443,1786029,482160,475923,465528,475902
1782480,1787079
471786,478380,1665741,478359,456351
471744,456834,468678,481383,471849,467082,482349,451983,448623,481362,443415,456855,449631,481215
481761,466116,466053,457611,735084,1785294,466095,454062,466032,477267,466011,477246
1764609,482181,1764630,482328,482202,457506,482349,482223,1784370,442806,442680,1787583,1787079,481110,475734,466137,442974,481761,452193,434028,466158,482160,451185,465654
461664,473697,461643,473676,473613,461580,451164
479367,469098,1782459,464688,459669,474999,464667,465150,472542,459711
1788192,480165,475272,451626,475692,451185,469329,473718,480186,475293,1787583
447594,464394,445452,1784811,461517,480207,465948,477330,477267,480186,1782459,451164,477309,477246
477792,1764609,784770,456330,442491,1772526,478863,1732143,1492113,316176,1732206,434259,1732374,1732122,459291,442428,1787583
477792,464352,458724,480165,471429,475272,464394,464331,461580,1011885,479535,463344,475377,445872,451059,471828,480186
475272,475293
440832,443268,482181,470022,444549,478086,478989,479871,447888,435729,470673,471807,460047,1010709,1764630,435225,478107,456603,440223,479010,450723,1734180,478884,1779624,443562,1786029,435246,471471,456624,478128,470064,1732143,464310,453432,1734201,998970,464058,450744,473529,1787583,479808,463428,464457,1778889,470988,453327,441693,440286,471135,471261,472542,1774689,437220,1777125,464100,1784811,440181,1788150,1774710,1734138,471933,475902,358911
479577,481110,463806
-1,480207
1784832,478212,445452,468237,478233,470043,445473,1771938,461475,471849,442281,1786029,478905,442302,435267,482244,1771980,442323,435288,466137,470757,443625,478191,468216,443646
477792,1764609,784770,456330,442491,1772526,1732206,1732143,1492113,478863,434259,1732374,1732122,459291,442428,1787583
475272,475293
1764609,456834,478086,464394,472332,445452,475020,473613,477456,1771287,456855,476826,469791,460194,466599,481194,440622,1784370,460215,472248,474810,1782459,473277,476994,482244,452424,456393,465738,479052,1785294,453327,434385,471765,479073,445410,1771875,458472,1784937,473193,1012074,477036,340977,451059,474999,1783929,470778,455805
434049,480900,1788549,340998,460551,1528842,1894410,461580,478485,455196,475293,434973,453789,464289,1894179,475944,482475,443436,1787436,458283,458031,459186,465843,480186,465213,473151,458304,463554,455238,1787079,459207,473928,464331,463575,466137,440286,464352,1777125,447846,1892709,482412,434028,466158,435183,435057,1783026,451059,442365,461055
465024,463617,446082,468867,480900,482181,470022,467082,455826,471828,467733,446103,468888,435225,482328,470043,467103,456351,477729,435750,467754,475692,1786029,480942,446124,456498,455868,482748,463806,1788864,446145,464961,435267,456519,473928,475209,477771,481740,435288,466137,479577,459480,473949,475230,465759,455910,450408,467691,468846,473970,441714,477939,455931,475902
480900,468741,482181,475272,473865,461706,457611,445452,477456,747411,473109,479514,476574,473886,477729,473634,480165,471849,473130,1786029,481971,476595,477750,461496,474936,477498,463806,473151,1764672,471870,465087,478275,474180,481089,481992,469707,460236,461517,481740,480207,477519,474453,481110,474327,479577,464730,481761,473697,473571,478947,471912,465129,474474,480879,465906,481782,457590,473214,474495
