MIN_SUPPORT,Precision,Recall,F1 Score,FP-Growth Time (s),ML Total Time (s),Aprior Time (s),Pattern Count
0.11,1.0,1.0,1.0,0.4110758304595947,1.0232901573181152,0.4347684383392334,22
0.09,1.0,1.0,1.0,0.5580792427062988,1.109071969985962,0.9322330951690674,27
0.07,1.0,1.0,1.0,0.8576273918151855,1.5387537479400635,1.2427542209625244,37
0.05,1.0,0.9833333333333333,0.9915966386554621,2.5008318424224854,2.066025495529175,0.8056089878082275,60
0.03,1.0,0.9583333333333334,0.9787234042553191,11.055433988571167,6.589404344558716,1.2165462970733643,168
0.01,1.0,0.8004788507581804,0.8891843971631206,72.02561020851135,14.251404285430908,9.239939451217651,1253
