window_start,ML_Time,FPG_Time,Precision,Recall,F1,ML_Count,GT_Count,ML_Candidate,Apriori_Candi,Gen_Time,Val_Time,Apriori_Time
0,1.5899693965911865,0.8619334697723389,1.0,0.9552238805970149,0.9770992366412213,64.0,67.0,301.0,337.0,0.46410393714904785,0.8791084289550781,0.1273329257965088
100,1.396794319152832,0.5884239673614502,1.0,0.9571428571428572,0.9781021897810218,67.0,70.0,311.0,347.0,0.5305168628692627,0.5826447010040283,0.1814100742340088
200,1.065669059753418,0.4756746292114258,1.0,0.9583333333333334,0.9787234042553191,69.0,72.0,309.0,345.0,0.34183216094970703,0.5021305084228516,0.09777212142944336
300,0.8314535617828369,0.5245766639709473,1.0,0.958904109589041,0.9790209790209791,70.0,73.0,306.0,342.0,0.2585899829864502,0.3995985984802246,0.09901547431945801
400,0.7577633857727051,0.46029090881347656,1.0,0.958904109589041,0.9790209790209791,70.0,73.0,306.0,342.0,0.2147371768951416,0.3884091377258301,0.10334968566894531
500,0.8157045841217041,0.42548513412475586,1.0,0.9583333333333334,0.9787234042553191,69.0,72.0,304.0,340.0,0.2458789348602295,0.41107749938964844,0.10173225402832031
600,0.7977852821350098,0.7009892463684082,1.0,0.9577464788732394,0.9784172661870503,68.0,71.0,302.0,338.0,0.2543768882751465,0.3820221424102783,0.10430145263671875
700,0.7632391452789307,0.5537288188934326,1.0,0.9452054794520548,0.971830985915493,69.0,73.0,303.0,341.0,0.22599458694458008,0.38112616539001465,0.12930750846862793
800,0.914097785949707,0.4745447635650635,1.0,0.9459459459459459,0.9722222222222222,70.0,74.0,305.0,344.0,0.28642940521240234,0.46883082389831543,0.10819745063781738
900,0.9007840156555176,0.9924771785736084,1.0,0.9473684210526315,0.972972972972973,72.0,76.0,310.0,348.0,0.34460020065307617,0.38751721382141113,0.3940105438232422
1000,1.0064632892608643,0.5192708969116211,1.0,0.9452054794520548,0.971830985915493,69.0,73.0,307.0,345.0,0.3629486560821533,0.4743194580078125,0.11454582214355469
1100,0.9667940139770508,0.5494730472564697,1.0,0.9552238805970149,0.9770992366412213,64.0,67.0,302.0,339.0,0.33322978019714355,0.47203755378723145,0.11190533638000488
1200,0.8325941562652588,0.35923314094543457,1.0,0.9696969696969697,0.9846153846153847,64.0,66.0,302.0,339.0,0.24980497360229492,0.4437580108642578,0.10527610778808594
1300,0.6209821701049805,0.30434417724609375,1.0,0.967741935483871,0.9836065573770492,60.0,62.0,296.0,333.0,0.16685247421264648,0.35189270973205566,0.10636186599731445
1400,0.64996337890625,0.40906763076782227,1.0,0.967741935483871,0.9836065573770492,60.0,62.0,296.0,333.0,0.15700459480285645,0.35178327560424805,0.12227344512939453
1500,1.1171884536743164,0.4556303024291992,1.0,0.9666666666666667,0.983050847457627,58.0,60.0,293.0,330.0,0.3252084255218506,0.5649309158325195,0.13106656074523926
1600,0.8930416107177734,0.5847382545471191,1.0,0.9655172413793104,0.9824561403508771,56.0,58.0,291.0,327.0,0.24105215072631836,0.4540274143218994,0.1423025131225586
1700,0.8819558620452881,0.49897336959838867,1.0,0.9636363636363636,0.9814814814814815,53.0,55.0,287.0,324.0,0.2406320571899414,0.45084619522094727,0.15713095664978027
1800,1.3225078582763672,0.3881218433380127,1.0,0.9636363636363636,0.9814814814814815,53.0,55.0,287.0,323.0,0.40995121002197266,0.6472325325012207,0.2855544090270996
1900,1.2014906406402588,0.38582944869995117,1.0,0.9642857142857143,0.9818181818181818,54.0,56.0,287.0,323.0,0.3672513961791992,0.6250729560852051,0.12427973747253418
Average,0.966312,0.52564,1.0,0.958623,0.978859,63.95,66.75,300.25,337.0,0.30105,0.480918,0.142356
