window,TP,FP,FN,precision,recall,f1,latency_sec,num_generated,num_ground_truth
4230,14,0,0,1.0,1.0,1.0,0.18756556510925293,14,14
4240,16,0,1,1.0,0.9411764705882353,0.9696969696969697,0.21747660636901855,16,17
4250,15,0,2,1.0,0.8823529411764706,0.9375,0.18493342399597168,15,17
4260,15,0,2,1.0,0.8823529411764706,0.9375,0.17867612838745117,15,17
4270,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.25658178329467773,17,19
4280,15,0,2,1.0,0.8823529411764706,0.9375,0.23140645027160645,15,17
4290,15,0,2,1.0,0.8823529411764706,0.9375,0.19529008865356445,15,17
4300,18,0,2,1.0,0.9,0.9473684210526316,0.23041319847106934,18,20
4310,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.18964576721191406,17,19
4320,15,0,2,1.0,0.8823529411764706,0.9375,0.4308738708496094,15,17
4330,18,0,2,1.0,0.9,0.9473684210526316,0.2685418128967285,18,20
4340,19,0,1,1.0,0.95,0.9743589743589743,0.27157020568847656,19,20
4350,15,0,1,1.0,0.9375,0.967741935483871,0.20213913917541504,15,16
4360,20,0,1,1.0,0.9523809523809523,0.975609756097561,0.23321294784545898,20,21
4370,19,0,1,1.0,0.95,0.9743589743589743,0.20239806175231934,19,20
4380,22,0,1,1.0,0.9565217391304348,0.9777777777777777,0.2666051387786865,22,23
4390,21,0,1,1.0,0.9545454545454546,0.9767441860465117,0.2553670406341553,21,22
4400,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.26183199882507324,22,24
4410,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.1913290023803711,21,23
4420,22,0,1,1.0,0.9565217391304348,0.9777777777777777,0.20554709434509277,22,23
4430,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.21147370338439941,22,24
4440,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.19481253623962402,20,22
4450,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.20585083961486816,22,24
4460,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.1902937889099121,20,22
4470,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.19646644592285156,19,21
4480,14,0,2,1.0,0.875,0.9333333333333333,0.13433504104614258,14,16
4490,15,0,2,1.0,0.8823529411764706,0.9375,0.14487290382385254,15,17
4500,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.13321614265441895,14,15
4510,18,0,2,1.0,0.9,0.9473684210526316,0.16667819023132324,18,20
4520,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.18315505981445312,19,21
4530,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.18219828605651855,17,19
4540,16,0,2,1.0,0.8888888888888888,0.9411764705882353,0.1561291217803955,16,18
4550,11,0,2,1.0,0.8461538461538461,0.9166666666666666,0.1097867488861084,11,13
4560,13,0,2,1.0,0.8666666666666667,0.9285714285714286,0.16507506370544434,13,15
4570,15,0,2,1.0,0.8823529411764706,0.9375,0.21133923530578613,15,17
4580,13,0,1,1.0,0.9285714285714286,0.962962962962963,0.17343616485595703,13,14
4590,16,0,2,1.0,0.8888888888888888,0.9411764705882353,0.19340085983276367,16,18
4600,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.22359776496887207,22,24
4610,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.1760411262512207,17,19
4620,15,0,2,1.0,0.8823529411764706,0.9375,0.16463160514831543,15,17
4630,18,0,2,1.0,0.9,0.9473684210526316,0.2012784481048584,18,20
4640,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.1812441349029541,19,21
4650,18,0,2,1.0,0.9,0.9473684210526316,0.1819477081298828,18,20
4660,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.19396471977233887,20,22
4670,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.1937398910522461,20,22
4680,18,0,2,1.0,0.9,0.9473684210526316,0.16675376892089844,18,20
4690,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.177781343460083,20,22
4700,15,0,2,1.0,0.8823529411764706,0.9375,0.1380176544189453,15,17
4710,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.22260761260986328,19,21
4720,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.24088501930236816,22,24
4730,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.20019960403442383,21,23
4740,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.20970678329467773,21,23
4750,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.21292543411254883,22,24
4760,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.22299766540527344,22,24
4770,25,0,2,1.0,0.9259259259259259,0.9615384615384615,0.22846007347106934,25,27
4780,30,0,1,1.0,0.967741935483871,0.9836065573770492,0.29689741134643555,30,31
4790,24,0,1,1.0,0.96,0.9795918367346939,0.2290492057800293,24,25
4800,25,0,2,1.0,0.9259259259259259,0.9615384615384615,0.31676292419433594,25,27
4810,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.22096037864685059,20,22
4820,25,0,2,1.0,0.9259259259259259,0.9615384615384615,0.27066612243652344,25,27
4830,24,0,2,1.0,0.9230769230769231,0.9600000000000001,0.21509146690368652,24,26
4840,27,0,2,1.0,0.9310344827586207,0.9642857142857143,0.25779151916503906,27,29
4850,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.19923949241638184,22,24
4860,24,0,2,1.0,0.9230769230769231,0.9600000000000001,0.22469878196716309,24,26
4870,23,0,2,1.0,0.92,0.9583333333333334,0.22912025451660156,23,25
4880,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.18865036964416504,20,22
4890,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.22368216514587402,22,24
4900,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.18823766708374023,19,21
4910,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.18765735626220703,19,21
4920,18,0,2,1.0,0.9,0.9473684210526316,0.18616867065429688,18,20
4930,23,0,2,1.0,0.92,0.9583333333333334,0.2342231273651123,23,25
4940,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.21691012382507324,20,22
4950,26,0,2,1.0,0.9285714285714286,0.962962962962963,0.24139022827148438,26,28
4960,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.1982114315032959,22,24
4970,34,0,2,1.0,0.9444444444444444,0.9714285714285714,0.301694393157959,34,36
4980,34,0,2,1.0,0.9444444444444444,0.9714285714285714,0.2998335361480713,34,36
4990,52,0,2,1.0,0.9629629629629629,0.9811320754716981,0.4257385730743408,52,54
