window,TP,FP,FN,precision,recall,f1,latency_sec,num_generated,num_ground_truth
2850,18,0,2,1.0,0.9,0.9473684210526316,0.12703227996826172,18,20
2860,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.1448664665222168,21,23
2870,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.1444869041442871,21,23
2880,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.14151716232299805,21,23
2890,19,0,1,1.0,0.95,0.9743589743589743,0.13857102394104004,19,20
2900,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.13061833381652832,19,21
2910,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.13919544219970703,20,22
2920,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.1517319679260254,22,24
2930,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.15308785438537598,21,23
2940,23,0,2,1.0,0.92,0.9583333333333334,0.17415070533752441,23,25
2950,18,0,2,1.0,0.9,0.9473684210526316,0.17279982566833496,18,20
2960,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.1869196891784668,20,22
2970,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.1813521385192871,21,23
2980,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.18523740768432617,21,23
2990,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.1706082820892334,19,21
3000,23,0,2,1.0,0.92,0.9583333333333334,0.19899773597717285,23,25
3010,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.18794465065002441,22,24
3020,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.18920016288757324,21,23
3030,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.16906046867370605,19,21
3040,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.16762042045593262,19,21
3050,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.17403912544250488,20,22
3060,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.17474675178527832,21,23
3070,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.18550348281860352,21,23
3080,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.18139314651489258,19,21
3090,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.20106053352355957,20,22
3100,15,0,2,1.0,0.8823529411764706,0.9375,0.15746164321899414,15,17
3110,16,0,2,1.0,0.8888888888888888,0.9411764705882353,0.1483750343322754,16,18
3120,18,0,2,1.0,0.9,0.9473684210526316,0.16938447952270508,18,20
3130,18,0,2,1.0,0.9,0.9473684210526316,0.16085219383239746,18,20
3140,13,0,2,1.0,0.8666666666666667,0.9285714285714286,0.11813521385192871,13,15
3150,15,0,2,1.0,0.8823529411764706,0.9375,0.13640594482421875,15,17
