window_start,ML_Time,FPG_Time,Precision,Recall,F1,ML_Count,GT_Count,ML_Candidate,Apriori_Candi,Gen_Time,Val_Time,Apriori_Time
1000,4.471462249755859,3.9635488986968994,1.0,0.8605015673981191,0.9250210614995787,1098.0,1276.0,5538.0,2787.0,1.3925766944885254,3.0484843254089355,0.6828022003173828
1010,4.231172800064087,3.1630706787109375,1.0,0.8610675039246468,0.9253479544495994,1097.0,1274.0,5578.0,2795.0,1.5654337406158447,2.6434550285339355,0.6666405200958252
1020,3.5967721939086914,3.320765972137451,1.0,0.8560431100846805,0.9224388220655328,1112.0,1299.0,5620.0,2849.0,1.1247992515563965,2.4390134811401367,0.6293232440948486
1030,3.9006524085998535,3.563699722290039,1.0,0.8344322344322345,0.9097444089456869,1139.0,1365.0,5632.0,2901.0,1.2383887767791748,2.633206844329834,0.7237954139709473
1040,4.679108619689941,3.4688775539398193,1.0,0.8347953216374269,0.9099601593625498,1142.0,1368.0,5665.0,2902.0,1.553438663482666,3.1016464233398438,0.7519891262054443
1050,3.2852766513824463,3.392179489135742,1.0,0.8345697329376854,0.909826122118884,1125.0,1348.0,5629.0,2875.0,0.9046735763549805,2.3612430095672607,0.6737732887268066
1060,3.370758295059204,3.4482462406158447,1.0,0.8373804267844003,0.9114937925510612,1138.0,1359.0,5725.0,2902.0,0.9121260643005371,2.4321444034576416,0.6494364738464355
1070,3.4473178386688232,3.4750406742095947,1.0,0.8381712626995645,0.9119621002763522,1155.0,1378.0,5796.0,2902.0,0.9242815971374512,2.5014753341674805,0.6807255744934082
1080,3.5518970489501953,3.7410354614257812,1.0,0.8375706214689266,0.9116064565718679,1186.0,1416.0,5927.0,2939.0,0.9672324657440186,2.5650458335876465,0.7158193588256836
1090,3.7796030044555664,3.6308302879333496,1.0,0.8326180257510729,0.9086651053864169,1164.0,1398.0,5870.0,2900.0,1.121155023574829,2.63849139213562,0.7215938568115234
1100,3.4949944019317627,3.519517183303833,1.0,0.8385913426265591,0.9122106943335994,1143.0,1363.0,5848.0,2841.0,1.0160915851593018,2.4540069103240967,0.6397650241851807
1110,3.6097450256347656,3.5944015979766846,1.0,0.8377581120943953,0.9117174959871589,1136.0,1356.0,5806.0,2842.0,1.0407118797302246,2.5477075576782227,0.6778948307037354
1120,3.7269127368927,3.6292786598205566,1.0,0.833095577746077,0.9089494163424124,1168.0,1402.0,5886.0,2884.0,0.9817330837249756,2.725792169570923,0.6938498020172119
1130,3.6515254974365234,3.7021915912628174,1.0,0.8332145402708482,0.9090202177293935,1169.0,1403.0,5898.0,2884.0,1.0284175872802734,2.6075849533081055,0.7198915481567383
1140,3.575932264328003,3.643228054046631,1.0,0.833570412517781,0.9092319627618309,1172.0,1406.0,5914.0,2890.0,0.9941496849060059,2.5601072311401367,0.7256612777709961
1150,3.709144353866577,3.9212727546691895,1.0,0.8240165631469979,0.9035187287173667,1194.0,1449.0,5930.0,2947.0,1.1165475845336914,2.5720553398132324,0.7369067668914795
1160,3.557136297225952,3.8430466651916504,1.0,0.8222533240027992,0.9024577572964669,1175.0,1429.0,5840.0,2902.0,1.048288106918335,2.4755513668060303,0.71012282371521
1170,3.514508008956909,3.852179765701294,1.0,0.8127159640635798,0.8966831871902401,1176.0,1447.0,5820.0,2930.0,1.0334632396697998,2.458465337753296,0.7167038917541504
1180,3.788234233856201,4.1189093589782715,1.0,0.8049555273189326,0.891939457937346,1267.0,1574.0,5998.0,3148.0,1.1651630401611328,2.5982954502105713,0.8621776103973389
1190,3.8574378490448,4.0765159130096436,1.0,0.8045685279187818,0.8917018284106892,1268.0,1576.0,5968.0,3126.0,1.0244877338409424,2.816084861755371,0.9189701080322266
Average,3.73998,3.653392,1.0,0.833594,0.909175,1161.2,1394.3,5794.4,2907.3,1.107658,2.608993,0.714892
