window_start,ML_Time,FPG_Time,Precision,Recall,F1,ML_Count,GT_Count,ML_Candidate,Apriori_Candi,Gen_Time,Val_Time,Apriori_Time
0,2.248391628265381,2.183652400970459,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.5295023918151855,1.373666524887085,0.32732248306274414
10,3.0958399772644043,2.863356828689575,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.6402521133422852,1.7892773151397705,0.338822603225708
20,1.7850069999694824,2.4643847942352295,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.5131487846374512,1.0054550170898438,0.28564953804016113
30,1.906205415725708,2.7535369396209717,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.4627370834350586,1.1260919570922852,0.42666006088256836
40,2.5977582931518555,2.2466869354248047,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.7016000747680664,1.5038576126098633,0.2661144733428955
50,1.3810100555419922,1.544001817703247,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3713724613189697,0.7925715446472168,0.2296431064605713
60,1.3174629211425781,1.5582163333892822,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3450429439544678,0.76658034324646,0.376788854598999
70,1.3868255615234375,1.9453480243682861,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3536064624786377,0.8203697204589844,0.23464465141296387
80,1.3770933151245117,1.678443431854248,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.35767126083374023,0.7896003723144531,0.22515225410461426
90,1.3252391815185547,2.1172235012054443,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3476283550262451,0.7699322700500488,0.3123035430908203
100,2.510220766067505,1.8354220390319824,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.5827794075012207,1.4598302841186523,0.27139878273010254
110,1.4067833423614502,1.9018168449401855,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.36396193504333496,0.8374156951904297,0.23404216766357422
120,1.6508936882019043,2.0282657146453857,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3855621814727783,1.0297367572784424,0.2444295883178711
130,1.6112358570098877,1.6090831756591797,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.41889286041259766,0.9760189056396484,0.2329561710357666
140,1.4846038818359375,1.8371551036834717,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3753788471221924,0.9091372489929199,0.35582399368286133
150,1.9817240238189697,2.573129892349243,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.4110605716705322,1.2556884288787842,0.29088854789733887
160,1.5783627033233643,2.380431890487671,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.424790620803833,0.9282374382019043,0.42923402786254883
170,2.6916117668151855,1.841202735900879,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.7599756717681885,1.5821678638458252,0.2883436679840088
180,1.4300119876861572,1.6528887748718262,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.3733561038970947,0.8484570980072021,0.25738072395324707
190,2.16656756401062,1.8700690269470215,1.0,0.9310344827586207,0.9642857142857143,162.0,174.0,515.0,609.0,0.6611166000366211,1.2406058311462402,0.22403931617736816
Average,1.846642,2.044216,1.0,0.931034,0.964286,162.0,174.0,515.0,609.0,0.468972,1.090235,0.292582
