window_start,ML_Time,FPG_Time,Precision,Recall,F1,ML_Count,GT_Count,ML_Candidate,Apriori_Candi,Gen_Time,Val_Time,Apriori_Time
0,4.025621652603149,6.919740438461304,1.0,0.7705314009661836,0.8703956343792634,957.0,1242.0,1787.0,2837.0,1.5256104469299316,1.7236812114715576,0.9068851470947266
10,3.3543026447296143,6.246304512023926,1.0,0.7696,0.8698010849909583,962.0,1250.0,1801.0,2864.0,1.3563635349273682,1.3452322483062744,1.0932514667510986
20,5.092100381851196,10.043874502182007,1.0,0.7660586835844568,0.8675348001796139,966.0,1261.0,1811.0,2894.0,1.6559288501739502,2.3982956409454346,1.0296752452850342
30,3.5198252201080322,6.990978240966797,1.0,0.7631987577639752,0.8656979304271246,983.0,1288.0,1842.0,2949.0,1.1088697910308838,1.7074332237243652,0.9440803527832031
40,5.930185079574585,13.553204774856567,1.0,0.7631987577639752,0.8656979304271246,983.0,1288.0,1842.0,2949.0,2.300527334213257,2.493492364883423,1.0378026962280273
50,3.1859323978424072,6.725940465927124,1.0,0.7627906976744186,0.8654353562005278,984.0,1290.0,1842.0,2950.0,1.0827407836914062,1.4457383155822754,0.9057767391204834
60,3.1960289478302,6.482664346694946,1.0,0.7630769230769231,0.8656195462478184,992.0,1300.0,1857.0,2974.0,1.055737018585205,1.375363826751709,1.0640552043914795
70,3.265775203704834,6.970276355743408,1.0,0.7586989409984871,0.8627956989247312,1003.0,1322.0,1872.0,3013.0,1.1053848266601562,1.500457525253296,0.9690208435058594
80,3.4282891750335693,9.984137058258057,1.0,0.7518463810930576,0.8583473861720067,1018.0,1354.0,1905.0,3067.0,1.188478946685791,1.4852497577667236,1.3977389335632324
90,4.642678737640381,8.672832012176514,1.0,0.7514749262536873,0.8581052631578947,1019.0,1356.0,1906.0,3069.0,1.605508804321289,2.11507511138916,1.0772349834442139
100,3.8845434188842773,7.714915752410889,1.0,0.7512877115526122,0.8579831932773109,1021.0,1359.0,1910.0,3075.0,1.2539763450622559,1.8255517482757568,0.9402058124542236
110,3.188403606414795,6.786341905593872,1.0,0.7512877115526122,0.8579831932773109,1021.0,1359.0,1910.0,3075.0,1.0243008136749268,1.4388442039489746,0.9392421245574951
120,3.112833023071289,6.696243762969971,1.0,0.7509051412020276,0.8577336641852771,1037.0,1381.0,1943.0,3140.0,0.9933726787567139,1.4724512100219727,1.07962965965271
130,3.088043212890625,6.839884281158447,1.0,0.7494584837545126,0.8567891044160132,1038.0,1385.0,1946.0,3148.0,1.0233135223388672,1.4091880321502686,0.9620625972747803
140,3.1313767433166504,6.945810317993164,1.0,0.7494584837545126,0.8567891044160132,1038.0,1385.0,1946.0,3148.0,0.9817590713500977,1.5166144371032715,0.9861021041870117
150,3.04451847076416,6.948486566543579,1.0,0.7409510290986515,0.8512026090501428,1044.0,1409.0,1952.0,3186.0,0.9867887496948242,1.427126407623291,1.0094218254089355
160,3.0279500484466553,6.909160375595093,1.0,0.7409510290986515,0.8512026090501428,1044.0,1409.0,1952.0,3186.0,1.026233434677124,1.3712794780731201,1.34501314163208
170,3.064772605895996,6.9781715869903564,1.0,0.7375087966220971,0.8489266909680032,1048.0,1421.0,1954.0,3210.0,1.0218486785888672,1.4071831703186035,1.1071627140045166
180,3.196094036102295,7.353115081787109,1.0,0.722405816259088,0.8388334612432847,1093.0,1513.0,2000.0,3360.0,1.062025785446167,1.4805998802185059,1.136498212814331
190,3.247995138168335,7.4071221351623535,1.0,0.7221122112211221,0.838635492525872,1094.0,1515.0,2000.0,3360.0,1.0274019241333008,1.5804688930511475,1.1500535011291504
Average,3.581363,7.65846,1.0,0.75184,0.858275,1017.25,1354.35,1898.9,3072.7,1.219309,1.625966,1.054046
